PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
47930,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Punjabi
47937,Couple Romance,anger,background-song-with-lyrics,self-shot,Punjabi
47938,Couple Romance,happy,lip-syncing,self-shot,Punjabi
47959,Couple Romance,happy,lip-syncing,special-effects,Punjabi
47979,Couple Romance,affection,lip-syncing,self-shot,Punjabi
48006,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48015,Couple Romance,happy,lip-syncing,videos-with-text,Punjabi
48019,Couple Romance,happy,background-song-with-lyrics,self-shot,Punjabi
48031,Couple Romance,happy,background-song-with-lyrics,special-effects,Punjabi
48040,Couple Romance,happy,background-song-with-lyrics,self-shot,Punjabi
48044,Couple Romance,happy,background-song-with-lyrics,self-shot,Punjabi
48064,Couple Romance,happy,background-song-with-lyrics,self-shot,Punjabi
48067,Couple Romance,neutral,background-song-with-lyrics,special-effects,Punjabi
48071,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48072,Couple Romance,happy,lip-syncing,special-effects,Punjabi
48074,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48089,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48092,Couple Romance,surprise,background-song-with-lyrics,videos-with-text,Punjabi
48100,Couple Romance,happy,self-spoken-monologues,self-shot,Punjabi
48101,Couple Romance,happy,background-song-with-lyrics,self-shot,Punjabi
48107,Couple Romance,sad,background-song-with-lyrics,self-shot,Punjabi
48125,Couple Romance,happy,lip-syncing,special-effects,Punjabi
48213,Couple Romance,anger,background-song-with-lyrics,self-shot,Punjabi
48214,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48220,Couple Romance,happy,background-song-with-lyrics,self-shot,Punjabi
48241,Couple Romance,happy,self-spoken-monologues,videos-with-text,Punjabi
48245,Couple Romance,happy,background-song-with-lyrics,special-effects,Punjabi
48251,Couple Romance,happy,lip-syncing,videos-text-special-effects,Punjabi
48282,Couple Romance,neutral,background-song-with-lyrics,videos-with-text,Punjabi
48298,Couple Romance,happy,background-song-with-lyrics,special-effects,Punjabi
48309,Couple Romance,happy,background-song-with-lyrics,special-effects,Punjabi
48339,Couple Romance,happy,background-song-with-lyrics,self-shot,Punjabi
48356,Couple Romance,neutral,background-song-with-lyrics,self-shot,Punjabi
48362,Couple Romance,happy,background-song-with-lyrics,special-effects,Punjabi
48382,Couple Romance,happy,background-song-with-lyrics,self-shot,Punjabi
48393,Couple Romance,affection,lip-syncing,self-shot,Punjabi
48401,Couple Romance,happy,background-song-with-lyrics,self-shot,Punjabi
48415,Couple Romance,neutral,background-song-with-lyrics,self-shot,Punjabi
48418,Couple Romance,neutral,lip-syncing,self-shot,Punjabi
48472,Couple Romance,happy,background-song-with-lyrics,self-shot,Punjabi
48478,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48481,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48484,Couple Romance,neutral,lip-syncing,special-effects,Punjabi
48485,Couple Romance,neutral,lip-syncing,videos-text-special-effects,Punjabi
48486,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48489,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48490,Couple Romance,neutral,lip-syncing,self-shot,Punjabi
48492,Couple Romance,affection,lip-syncing,self-shot,Punjabi
48493,Couple Romance,neutral,lip-syncing,videos-with-text,Punjabi
48494,Couple Romance,neutral,lip-syncing,self-shot,Punjabi
48495,Couple Romance,neutral,lip-syncing,self-shot,Punjabi
48497,Couple Romance,affection,lip-syncing,self-shot,Punjabi
48499,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48502,Couple Romance,affection,background-song-with-lyrics,self-shot,Punjabi
48507,Couple Romance,confusion,background-song-with-lyrics,videos-with-text,Punjabi
48510,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48512,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48515,Couple Romance,sad,lip-syncing,self-shot,Punjabi
48518,Couple Romance,happy,lip-syncing,self-shot,Punjabi
48522,Couple Romance,happy,background-song-with-lyrics,special-effects,Punjabi
48574,Couple Romance,happy,lip-syncing,self-shot,Tamil
48580,Couple Romance,happy,lip-syncing,self-shot,Tamil
48588,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Tamil
48602,Couple Romance,happy,lip-syncing,self-shot,Tamil
48611,Couple Romance,happy,lip-syncing,self-shot,Tamil
48613,Couple Romance,happy,lip-syncing,reaction videos,Tamil
48620,Couple Romance,happy,lip-syncing,self-shot,Tamil
48622,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
48631,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
48633,Couple Romance,neutral,background-song-with-lyrics,videos-with-text,Tamil
48634,Couple Romance,neutral,background-song-with-lyrics,self-shot,Tamil
48637,Couple Romance,happy,lip-syncing,self-shot,Tamil
48642,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
48663,Couple Romance,happy,lip-syncing,collab,Tamil
48665,Couple Romance,neutral,background-song-with-lyrics,special-effects,Tamil
48669,Couple Romance,happy,lip-syncing,self-shot,Tamil
48677,Couple Romance,happy,lip-syncing,special-effects,Tamil
48702,Couple Romance,happy,background-song-with-lyrics,special-effects,Tamil
48706,Couple Romance,happy,lip-syncing,self-shot,Tamil
48718,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
48754,Couple Romance,neutral,self-spoken-dialogues,self-shot,Tamil
48757,Couple Romance,anger,lip-syncing,special-effects,Tamil
48759,Couple Romance,happy,lip-syncing,self-shot,Tamil
48788,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Tamil
48803,Couple Romance,affection,lip-syncing,videos-with-text,Tamil
48818,Couple Romance,affection,lip-syncing,special-effects,Tamil
48822,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Tamil
48861,Couple Romance,affection,lip-syncing,self-shot,Tamil
48878,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
48908,Couple Romance,affection,lip-syncing,self-shot,Tamil
48910,Couple Romance,affection,lip-syncing,self-shot,Tamil
48929,Couple Romance,happy,lip-syncing,special-effects,Tamil
48943,Couple Romance,affection,lip-syncing,self-shot,Tamil
48945,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
48951,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
48953,Couple Romance,affection,lip-syncing,special-effects,Tamil
48966,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Tamil
48982,Couple Romance,affection,lip-syncing,self-shot,Tamil
49002,Couple Romance,affection,lip-syncing,self-shot,Tamil
49004,Couple Romance,affection,lip-syncing,collab,Tamil
49006,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
49028,Couple Romance,affection,lip-syncing,self-shot,Tamil
49040,Couple Romance,affection,lip-syncing,self-shot,Tamil
49046,Couple Romance,affection,lip-syncing,self-shot,Tamil
49056,Couple Romance,affection,lip-syncing,self-shot,Tamil
49065,Couple Romance,affection,lip-syncing,self-shot,Tamil
49081,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
49082,Couple Romance,affection,lip-syncing,self-shot,Tamil
49088,Couple Romance,affection,background-song-with-lyrics,special-effects,Tamil
49096,Couple Romance,affection,lip-syncing,reaction videos,Tamil
49108,Couple Romance,affection,lip-syncing,self-shot,Tamil
49109,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
49120,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
49130,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
49139,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
49158,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
49170,Couple Romance,affection,lip-syncing,self-shot,Tamil
49231,Couple Romance,affection,lip-syncing,self-shot,Tamil
49271,Couple Romance,affection,background-song-with-lyrics,special-effects,Tamil
49275,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
49303,Couple Romance,affection,lip-syncing,self-shot,Tamil
49313,Couple Romance,affection,lip-syncing,self-shot,Tamil
49319,Couple Romance,affection,lip-syncing,self-shot,Tamil
49321,Couple Romance,affection,background-song-with-lyrics,special-effects,Tamil
49322,Couple Romance,sad,background-song-with-lyrics,self-shot,Tamil
49331,Couple Romance,affection,self-spoken-monologues,special-effects,Tamil
49340,Couple Romance,affection,lip-syncing,self-shot,Tamil
49361,Couple Romance,happy,background-song-with-lyrics,videos-text-special-effects,Tamil
49373,Couple Romance,affection,lip-syncing,special-effects,Tamil
49375,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
49404,Couple Romance,sad,background-song-with-lyrics,self-shot,Tamil
49414,Couple Romance,happy,background-song-with-lyrics,self-shot,Tamil
49436,Couple Romance,anger,background-song-with-lyrics,self-shot,Tamil
49444,Couple Romance,affection,background-song-with-lyrics,self-shot,Tamil
49459,Couple Romance,affection,lip-syncing,self-shot,Tamil
49468,Couple Romance,affection,lip-syncing,self-shot,Tamil
49470,Couple Romance,happy,self-spoken-dialogues,special-effects,Tamil
49515,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
49523,Couple Romance,happy,background-song-with-lyrics,special-effects,Telugu
49548,Couple Romance,affection,lip-syncing,special-effects,Telugu
49564,Couple Romance,affection,lip-syncing,self-shot,Telugu
49571,Couple Romance,affection,lip-syncing,reaction videos,Telugu
49608,Couple Romance,affection,lip-syncing,self-shot,Telugu
49628,Couple Romance,sad,lip-syncing,collab,Telugu
49632,Couple Romance,affection,lip-syncing,special-effects,Telugu
49654,Couple Romance,affection,lip-syncing,self-shot,Telugu
49656,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Telugu
49677,Couple Romance,affection,lip-syncing,self-shot,Telugu
49680,Couple Romance,happy,lip-syncing,special-effects,Telugu
49682,Couple Romance,affection,lip-syncing,special-effects,Telugu
49694,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
49746,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
49766,Couple Romance,affection,lip-syncing,special-effects,Telugu
49776,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
49806,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Telugu
49817,Couple Romance,affection,lip-syncing,self-shot,Telugu
49819,Couple Romance,affection,lip-syncing,self-shot,Telugu
49826,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
49827,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
49828,Couple Romance,happy,lip-syncing,special-effects,Telugu
49834,Couple Romance,affection,lip-syncing,collab,Telugu
49835,Couple Romance,sad,lip-syncing,self-shot,Telugu
49873,Couple Romance,affection,lip-syncing,self-shot,Telugu
49879,Couple Romance,happy,background-song-with-lyrics,special-effects,Telugu
49881,Couple Romance,affection,lip-syncing,collab,Telugu
49891,Couple Romance,affection,lip-syncing,self-shot,Telugu
49905,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
49907,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
49915,Couple Romance,anger,background-song-with-lyrics,self-shot,Telugu
49927,Couple Romance,affection,background-song-with-lyrics,animation,Telugu
49939,Couple Romance,affection,lip-syncing,self-shot,Telugu
49959,Couple Romance,affection,lip-syncing,self-shot,Telugu
49982,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
49984,Couple Romance,affection,self-spoken-monologues,special-effects,Telugu
50003,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Telugu
50015,Couple Romance,affection,self-spoken-monologues,collab,Telugu
50030,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
50066,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
50081,Couple Romance,affection,lip-syncing,self-shot,Telugu
50105,Couple Romance,affection,lip-syncing,self-shot,Telugu
50127,Couple Romance,affection,lip-syncing,self-shot,Telugu
50134,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
50167,Couple Romance,affection,lip-syncing,self-shot,Telugu
50206,Couple Romance,affection,lip-syncing,self-shot,Telugu
50249,Couple Romance,affection,lip-syncing,self-shot,Telugu
50255,Couple Romance,affection,lip-syncing,special-effects,Telugu
50257,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
50261,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
50263,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
50270,Couple Romance,affection,lip-syncing,special-effects,Telugu
50304,Couple Romance,affection,lip-syncing,self-shot,Telugu
50305,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
50316,Couple Romance,affection,lip-syncing,self-shot,Telugu
50321,Couple Romance,affection,self-spoken-monologues,self-shot,Telugu
50344,Couple Romance,affection,lip-syncing,self-shot,Telugu
50347,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
50349,Couple Romance,affection,lip-syncing,special-effects,Telugu
50356,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
50366,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
50372,Couple Romance,affection,lip-syncing,self-shot,Telugu
50379,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
50393,Couple Romance,affection,self-spoken-dialogues,self-shot,Telugu
50397,Couple Romance,affection,lip-syncing,special-effects,Telugu
50401,Couple Romance,affection,lip-syncing,self-shot,Telugu
50414,Couple Romance,affection,lip-syncing,self-shot,Telugu
50426,Couple Romance,affection,lip-syncing,special-effects,Telugu
50459,Couple Romance,affection,lip-syncing,self-shot,Telugu
50470,Couple Romance,affection,lip-syncing,self-shot,Telugu
50472,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
50476,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
50492,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
3567,Heartbreak Romance,sad,lip-syncing,reaction videos,Gujarati
3575,Heartbreak Romance,sad,lip-syncing,collab,Gujarati
3589,Heartbreak Romance,sad,lip-syncing,reaction videos,Gujarati
3592,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Gujarati
3606,Heartbreak Romance,sad,self-spoken-dialogues,videos-with-text,Gujarati
3613,Heartbreak Romance,sad,lip-syncing,videos-text-special-effects,Gujarati
3617,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Gujarati
3622,Heartbreak Romance,neutral,background-song-with-lyrics,animation,Gujarati
3626,Heartbreak Romance,sad,lip-syncing,self-shot,Gujarati
3632,Heartbreak Romance,sad,lip-syncing,collab,Gujarati
3638,Heartbreak Romance,sad,lip-syncing,videos-with-text,Gujarati
3659,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Gujarati
3673,Heartbreak Romance,sad,lip-syncing,reaction videos,Gujarati
3691,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Gujarati
3737,Heartbreak Romance,sad,lip-syncing,reaction videos,Gujarati
3758,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Gujarati
3759,Heartbreak Romance,sad,background-song-with-lyrics,reaction videos,Gujarati
3800,Heartbreak Romance,sad,lip-syncing,collab,Gujarati
3804,Heartbreak Romance,sad,self-spoken-dialogues,videos-with-text,Gujarati
3809,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Gujarati
3821,Heartbreak Romance,sad,self-spoken-dialogues,videos-text-special-effects,Gujarati
3827,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Gujarati
3852,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Gujarati
3881,Heartbreak Romance,sad,lip-syncing,collab,Gujarati
3900,Heartbreak Romance,sad,self-sung-song,self-shot,Gujarati
3908,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Gujarati
3937,Heartbreak Romance,sad,lip-syncing,self-shot,Gujarati
3946,Heartbreak Romance,sad,self-spoken-monologues,image,Gujarati
4001,Heartbreak Romance,sad,lip-syncing,reaction videos,Gujarati
4015,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Gujarati
4016,Heartbreak Romance,sad,lip-syncing,collab,Gujarati
4028,Heartbreak Romance,sad,lip-syncing,reaction videos,Gujarati
4044,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Gujarati
4057,Heartbreak Romance,sad,lip-syncing,reaction videos,Gujarati
4062,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Gujarati
4089,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Gujarati
4110,Heartbreak Romance,sad,lip-syncing,reaction videos,Gujarati
4132,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Gujarati
4143,Heartbreak Romance,sad,background-song-with-lyrics,collab,Gujarati
4169,Heartbreak Romance,sad,lip-syncing,collab,Gujarati
4182,Heartbreak Romance,sad,background-song-with-lyrics,image,Gujarati
4210,Heartbreak Romance,sad,background-song-with-lyrics,reaction videos,Gujarati
4217,Heartbreak Romance,sad,background-song-with-lyrics,image,Gujarati
4263,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
4288,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
4319,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Haryanvi
4360,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Haryanvi
4367,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Haryanvi
4374,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
4405,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4408,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4416,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Haryanvi
4420,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Haryanvi
4431,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4437,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4482,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4508,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Haryanvi
4640,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4646,Heartbreak Romance,sad,lip-syncing,videos-text-special-effects,Haryanvi
4665,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Haryanvi
4679,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4693,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Haryanvi
4731,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
4756,Heartbreak Romance,neutral,self-spoken-monologues,videos-with-text,Haryanvi
4760,Heartbreak Romance,sad,lip-syncing,videos-with-text,Haryanvi
4768,Heartbreak Romance,happy,background-song-with-lyrics,special-effects,Haryanvi
4777,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Haryanvi
4788,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Haryanvi
4790,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
4796,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
4809,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Haryanvi
4810,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
4827,Heartbreak Romance,neutral,background-song-with-lyrics,self-shot,Haryanvi
4830,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4838,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4852,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Haryanvi
4874,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
4881,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Haryanvi
4904,Heartbreak Romance,happy,self-spoken-dialogues,videos-with-text,Haryanvi
4914,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4930,Heartbreak Romance,sad,lip-syncing,videos-with-text,Haryanvi
4934,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4937,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4948,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
4954,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
4974,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4979,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
4993,Heartbreak Romance,sad,lip-syncing,special-effects,Haryanvi
5043,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Haryanvi
5046,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
5052,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Haryanvi
5055,Heartbreak Romance,sad,lip-syncing,self-shot,Haryanvi
5057,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Haryanvi
5142,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5158,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5160,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5196,Heartbreak Romance,sad,self-spoken-dialogues,self-shot,Hindi
5201,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
5227,Heartbreak Romance,happy,lip-syncing,videos-text-special-effects,Hindi
5252,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5267,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5276,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
5282,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
5310,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
5322,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
5377,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
5390,Heartbreak Romance,confidence,lip-syncing,self-shot,Hindi
5397,Heartbreak Romance,sad,lip-syncing,collab,Hindi
5421,Heartbreak Romance,sad,lip-syncing,videos-with-text,Hindi
5444,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5472,Heartbreak Romance,sad,lip-syncing,videos-with-text,Hindi
5510,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
5522,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5538,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Hindi
5561,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5584,Heartbreak Romance,sad,lip-syncing,videos-text-special-effects,Hindi
5589,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5613,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
5619,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
5657,Heartbreak Romance,sad,self-spoken-monologues,videos-text-special-effects,Hindi
5684,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
5722,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5763,Heartbreak Romance,neutral,lip-syncing,self-shot,Hindi
5814,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5837,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
5853,Heartbreak Romance,neutral,self-spoken-monologues,special-effects,Hindi
5872,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
5878,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5917,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5929,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Hindi
5931,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6007,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6030,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6059,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6079,Heartbreak Romance,sad,lip-syncing,videos-with-text,Hindi
6086,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6100,Heartbreak Romance,sad,lip-syncing,videos-text-special-effects,Hindi
6101,Heartbreak Romance,sad,lip-syncing,videos-text-special-effects,Hindi
6110,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6121,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6133,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6149,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6152,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6159,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6257,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6261,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6272,Heartbreak Romance,sad,self-spoken-dialogues,special-effects,Hindi
6275,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6288,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6292,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6311,Heartbreak Romance,sad,lip-syncing,videos-text-special-effects,Hindi
6364,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6371,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6429,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6431,Heartbreak Romance,neutral,self-spoken-dialogues,videos-with-text,Hindi
6450,Heartbreak Romance,sad,background-song-with-lyrics,videos-text-special-effects,Hindi
6471,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Hindi
6480,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6493,Heartbreak Romance,sad,lip-syncing,collab,Hindi
6549,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6565,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6566,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6569,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6607,Heartbreak Romance,sad,self-spoken-dialogues,special-effects,Hindi
6612,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6641,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6645,Heartbreak Romance,sad,background-song-with-lyrics,reaction videos,Hindi
6687,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Hindi
6719,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6726,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6737,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6783,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6796,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6801,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6854,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6859,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6875,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6891,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6897,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6898,Heartbreak Romance,happy,lip-syncing,self-shot,Hindi
6905,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6916,Heartbreak Romance,sad,self-spoken-dialogues,self-shot,Hindi
6928,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6978,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6994,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6997,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
7025,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
7065,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
7066,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
7081,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
7093,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
7094,Heartbreak Romance,sad,self-spoken-dialogues,self-shot,Hindi
7103,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
7117,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
7146,Heartbreak Romance,sad,lip-syncing,videos-with-text,Hindi
7162,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
7172,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
7178,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
